request_id,layer,step,mask_ratio,source,strategy,heads_per_group,window_size,baseline_physical_sparsity,physical_tile_sparsity,improvement,required_tile_reduction
context-0-regime-0,1,1,0.89,previous,bitmap,1,1024,0.02825927734375,0.038726806640625,0.010467529296875,0.010771936436153484
context-0-regime-0,1,1,0.89,previous,bitmap,1,4096,0.02825927734375,0.04010009765625,0.0118408203125,0.01218516424847682
context-0-regime-0,1,1,0.89,previous,bitmap,2,512,0.02825927734375,0.030059814453125,0.001800537109375,0.001852898687268345
context-0-regime-0,1,1,0.89,previous,bitmap,2,1024,0.02825927734375,0.0291748046875,0.00091552734375,0.0009421518748822244
context-0-regime-0,1,1,0.89,previous,bitmap,2,4096,0.02825927734375,0.0255584716796875,-0.0027008056640625,-0.0027793480309026286
context-0-regime-0,1,1,0.89,previous,bitmap,4,512,0.02825927734375,0.02789306640625,-0.0003662109375,-0.00037686074995280094
context-0-regime-0,1,1,0.89,previous,bitmap,4,1024,0.02825927734375,0.0250396728515625,-0.0032196044921875,-0.0033132340933359483
context-0-regime-0,1,1,0.89,previous,bitmap,4,4096,0.02825927734375,0.0096893310546875,-0.0185699462890625,-0.01910998052886126
context-0-regime-0,1,1,0.89,previous,bitmap,8,1024,0.02825927734375,0.0251617431640625,-0.0030975341796875,-0.0031876138433515333
context-0-regime-0,1,1,0.89,previous,bitmap,8,4096,0.02825927734375,0.0176239013671875,-0.0106353759765625,-0.010944664279881833
context-0-regime-0,1,1,0.89,previous,bitmap,32,1024,0.02825927734375,0.0280303955078125,-0.0002288818359375,-0.00023553796872066712
context-0-regime-0,1,1,0.89,previous,bitmap,32,4096,0.02825927734375,0.0274658203125,-0.00079345703125,-0.0008165316248980314
context-0-regime-1,1,1,0.49,current,bitmap,1,256,0.127471923828125,0.193756103515625,0.0662841796875,0.07596796194606692
context-0-regime-1,1,1,0.49,current,bitmap,1,512,0.127471923828125,0.2252044677734375,0.0977325439453125,0.11201077262075476
context-0-regime-1,1,1,0.49,current,bitmap,1,1024,0.127471923828125,0.241607666015625,0.1141357421875,0.13081039487950752
context-0-regime-1,1,1,0.49,current,bitmap,1,4096,0.127471923828125,0.255340576171875,0.12786865234375,0.14654961351474238
context-0-regime-1,1,1,0.49,current,bitmap,2,512,0.127471923828125,0.161834716796875,0.03436279296875,0.039383022629498776
context-0-regime-1,1,1,0.49,current,bitmap,2,1024,0.127471923828125,0.1652984619140625,0.0378265380859375,0.043352803329719136
context-0-regime-1,1,1,0.49,current,bitmap,2,4096,0.127471923828125,0.144775390625,0.017303466796875,0.01983141548039591
context-0-regime-1,1,1,0.49,current,bitmap,4,512,0.127471923828125,0.1414337158203125,0.0139617919921875,0.016001538945822125
context-0-regime-1,1,1,0.49,current,bitmap,4,1024,0.127471923828125,0.139892578125,0.012420654296875,0.014235248854534643
context-0-regime-1,1,1,0.49,current,bitmap,4,4096,0.127471923828125,0.1252593994140625,-0.0022125244140625,-0.002535763002343483
context-0-regime-1,1,1,0.49,current,bitmap,8,1024,0.127471923828125,0.1223602294921875,-0.0051116943359375,-0.005858486936448637
context-0-regime-1,1,1,0.49,current,bitmap,8,4096,0.127471923828125,0.093505859375,-0.033966064453125,-0.03892833409114749
context-0-regime-1,1,1,0.49,current,bitmap,32,1024,0.127471923828125,0.11749267578125,-0.009979248046875,-0.0114371655416039
context-0-regime-1,1,1,0.49,current,bitmap,32,4096,0.127471923828125,0.1053924560546875,-0.0220794677734375,-0.0253051659613166
context-0-regime-1,1,1,0.49,previous,bitmap,1,256,0.127471923828125,0.165740966796875,0.03826904296875,0.043859955930187766
context-0-regime-1,1,1,0.49,previous,bitmap,1,512,0.127471923828125,0.18927001953125,0.061798095703125,0.07082648385855694
context-0-regime-1,1,1,0.49,previous,bitmap,1,1024,0.127471923828125,0.201263427734375,0.07379150390625,0.08457206813332863
context-0-regime-1,1,1,0.49,previous,bitmap,1,4096,0.127471923828125,0.20855712890625,0.081085205078125,0.09293134203070896
context-0-regime-1,1,1,0.49,previous,bitmap,2,512,0.127471923828125,0.1473236083984375,0.0198516845703125,0.022751914938267337
context-0-regime-1,1,1,0.49,previous,bitmap,2,1024,0.127471923828125,0.146728515625,0.019256591796875,0.02206988213074046
context-0-regime-1,1,1,0.49,previous,bitmap,2,4096,0.127471923828125,0.1230316162109375,-0.0044403076171875,-0.005089014025392524
context-0-regime-1,1,1,0.49,previous,bitmap,4,512,0.127471923828125,0.1343994140625,0.006927490234375,0.00793956140044072
context-0-regime-1,1,1,0.49,previous,bitmap,4,1024,0.127471923828125,0.132904052734375,0.00543212890625,0.006225735371270691
context-0-regime-1,1,1,0.49,previous,bitmap,4,4096,0.127471923828125,0.119903564453125,-0.007568359375,-0.00867405827008505
context-0-regime-1,1,1,0.49,previous,bitmap,8,1024,0.127471923828125,0.12188720703125,-0.005584716796875,-0.006400615578328939
context-0-regime-1,1,1,0.49,previous,bitmap,8,4096,0.127471923828125,0.0930938720703125,-0.0343780517578125,-0.03940051065020467
context-0-regime-1,1,1,0.49,previous,bitmap,32,1024,0.127471923828125,0.11749267578125,-0.009979248046875,-0.0114371655416039
context-0-regime-1,1,1,0.49,previous,bitmap,32,4096,0.127471923828125,0.1051177978515625,-0.0223541259765625,-0.02561995033402109
