configuration,mode,k,aggregation,value,scope,order,new_max_protection,oracle_refresh,step,mask_ratio,phase,blasst_threshold,total_tiles,baseline_kept_tiles,baseline_skipped_tiles,candidate_tiles,additional_skipped_tiles,additional_physical_sparsity,fraction_of_baseline_kept_removed,removed_new_maximum_tiles,maximum_selected_score,maximum_removed_row_mass,maximum_absolute_error,mean_relative_error,mean_row_cosine,minimum_row_cosine,masked_mean_relative_error,visible_mean_relative_error,masked_mean_row_cosine,visible_mean_row_cosine
independent:k4:q99:0.0258858:all:score:newmax-none:current_step,independent,4,q99,0.0258858110755682,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,1,0.015625,0.027777777777777776,0,0.005399092100560665,0.00548517145216465,0.002163499593734741,0.005114316940307617,0.9999958276748657,0.9999949336051941,0.0006849765777587891,0.005257199052721262,0.9999999403953552,0.9999957084655762
independent:k4:q99:0.0424532:all:score:newmax-none:current_step,independent,4,q99,0.04245317727327347,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,5,0.078125,0.1388888888888889,0,0.04213176667690277,0.05007273331284523,0.005071371793746948,0.01213834062218666,0.9999759793281555,0.9999725818634033,0.0013993156608194113,0.012484761886298656,0.9999997615814209,0.9999752044677734
independent:k4:q99:0.0611867:all:score:newmax-none:current_step,independent,4,q99,0.061186693608760834,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,5,0.078125,0.1388888888888889,0,0.04213176667690277,0.05007273331284523,0.005071371793746948,0.01213834062218666,0.9999759793281555,0.9999725818634033,0.0013993156608194113,0.012484761886298656,0.9999997615814209,0.9999752044677734
independent:k4:sum_all:0.333398:all:score:newmax-none:current_step,independent,4,sum_all,0.3333977162837982,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k4:sum_all:0.39146:all:score:newmax-none:current_step,independent,4,sum_all,0.39145994186401367,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k4:sum_all:1.91581:all:score:newmax-none:current_step,independent,4,sum_all,1.9158124923706055,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,2,0.03125,0.05555555555555555,0,1.8734683990478516,0.036735955625772476,0.0009838342666625977,0.0016196912620216608,0.9999995231628418,0.999998927116394,0.00033503343001939356,0.0016611317405477166,1.0,0.9999995231628418
independent:k4:sum_all:3.04726:all:score:newmax-none:current_step,independent,4,sum_all,3.0472593307495117,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,5,0.078125,0.1388888888888889,0,2.2306249141693115,0.05007273331284523,0.005071371793746948,0.01213834062218666,0.9999759793281555,0.9999725818634033,0.0013993156608194113,0.012484761886298656,0.9999997615814209,0.9999752044677734
independent:k4:sum_all:4.18065:all:score:newmax-none:current_step,independent,4,sum_all,4.180651664733887,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,5,0.078125,0.1388888888888889,0,2.2306249141693115,0.05007273331284523,0.005071371793746948,0.01213834062218666,0.9999759793281555,0.9999725818634033,0.0013993156608194113,0.012484761886298656,0.9999997615814209,0.9999752044677734
independent:k4:mean_all:0.00260467:all:score:newmax-none:current_step,independent,4,mean_all,0.0026046696584671736,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k4:mean_all:0.00305828:all:score:newmax-none:current_step,independent,4,mean_all,0.003058280795812607,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k4:mean_all:0.0149673:all:score:newmax-none:current_step,independent,4,mean_all,0.014967285096645355,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,2,0.03125,0.05555555555555555,0,0.01463647186756134,0.036735955625772476,0.0009838342666625977,0.0016196912620216608,0.9999995231628418,0.999998927116394,0.00033503343001939356,0.0016611317405477166,1.0,0.9999995231628418
independent:k4:mean_all:0.0238067:all:score:newmax-none:current_step,independent,4,mean_all,0.02380671352148056,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,5,0.078125,0.1388888888888889,0,0.017426757141947746,0.05007273331284523,0.005071371793746948,0.01213834062218666,0.9999759793281555,0.9999725818634033,0.0013993156608194113,0.012484761886298656,0.9999997615814209,0.9999752044677734
independent:k4:mean_all:0.0326613:all:score:newmax-none:current_step,independent,4,mean_all,0.03266134113073349,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,5,0.078125,0.1388888888888889,0,0.017426757141947746,0.05007273331284523,0.005071371793746948,0.01213834062218666,0.9999759793281555,0.9999725818634033,0.0013993156608194113,0.012484761886298656,0.9999997615814209,0.9999752044677734
independent:k4:sum_masked:0:all:score:newmax-none:current_step,independent,4,sum_masked,0.0,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k4:sum_masked:0.0438986:all:score:newmax-none:current_step,independent,4,sum_masked,0.04389863833785057,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,1,0.015625,0.027777777777777776,0,0.005484646651893854,0.00548517145216465,0.002163499593734741,0.005114316940307617,0.9999958276748657,0.9999949336051941,0.0006849765777587891,0.005257199052721262,0.9999999403953552,0.9999957084655762
independent:k4:sum_masked:0.124468:all:score:newmax-none:current_step,independent,4,sum_masked,0.12446779012680054,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,2,0.03125,0.05555555555555555,0,0.11423834413290024,0.036735955625772476,0.0009838342666625977,0.0016196912620216608,0.9999995231628418,0.999998927116394,0.00033503343001939356,0.0016611317405477166,1.0,0.9999995231628418
independent:k4:sum_masked:0.339037:all:score:newmax-none:current_step,independent,4,sum_masked,0.3390374779701233,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,6,0.09375,0.16666666666666666,0,0.21545138955116272,0.06571482867002487,0.013062015175819397,0.02131802588701248,0.9999236464500427,0.9998024702072144,0.002296671038493514,0.021931614726781845,0.9999994039535522,0.9999213218688965
independent:k4:sum_masked:0.380623:all:score:newmax-none:current_step,independent,4,sum_masked,0.3806225061416626,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,6,0.09375,0.16666666666666666,0,0.21545138955116272,0.06571482867002487,0.013062015175819397,0.02131802588701248,0.9999236464500427,0.9998024702072144,0.002296671038493514,0.021931614726781845,0.9999994039535522,0.9999213218688965
independent:k4:mean_masked:0:all:score:newmax-none:current_step,independent,4,mean_masked,0.0,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k4:mean_masked:0.00239729:all:score:newmax-none:current_step,independent,4,mean_masked,0.0023972932249307632,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,1,0.015625,0.027777777777777776,0,0.0013711616629734635,0.00548517145216465,0.002163499593734741,0.005114316940307617,0.9999958276748657,0.9999949336051941,0.0006849765777587891,0.005257199052721262,0.9999999403953552,0.9999957084655762
independent:k4:mean_masked:0.00299773:all:score:newmax-none:current_step,independent,4,mean_masked,0.002997725736349821,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,1,0.015625,0.027777777777777776,0,0.0013711616629734635,0.00548517145216465,0.002163499593734741,0.005114316940307617,0.9999958276748657,0.9999949336051941,0.0006849765777587891,0.005257199052721262,0.9999999403953552,0.9999957084655762
independent:k4:mean_masked:0.0347007:all:score:newmax-none:current_step,independent,4,mean_masked,0.03470071777701378,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,3,0.046875,0.08333333333333333,0,0.03367430716753006,0.043306540697813034,0.0016834735870361328,0.0029634349048137665,0.9999985098838806,0.9999968409538269,0.00023390479327645153,0.0030514842364937067,1.0,0.9999984502792358
independent:k4:mean_masked:0.0552614:all:score:newmax-none:current_step,independent,4,mean_masked,0.05526139959692955,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,6,0.09375,0.16666666666666666,0,0.05386284738779068,0.06571482867002487,0.013062015175819397,0.02131802588701248,0.9999236464500427,0.9998024702072144,0.002296671038493514,0.021931614726781845,0.9999994039535522,0.9999213218688965
independent:k4:sum_mixed:0.241616:all:score:newmax-none:current_step,independent,4,sum_mixed,0.2416161745786667,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,1,0.015625,0.027777777777777776,0,0.14943107962608337,0.00548517145216465,0.002163499593734741,0.005114316940307617,0.9999958276748657,0.9999949336051941,0.0006849765777587891,0.005257199052721262,0.9999999403953552,0.9999957084655762
independent:k4:sum_mixed:0.373139:all:score:newmax-none:current_step,independent,4,sum_mixed,0.3731391727924347,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,1,0.015625,0.027777777777777776,0,0.14943107962608337,0.00548517145216465,0.002163499593734741,0.005114316940307617,0.9999958276748657,0.9999949336051941,0.0006849765777587891,0.005257199052721262,0.9999999403953552,0.9999957084655762
independent:k4:sum_mixed:0.5436:all:score:newmax-none:current_step,independent,4,sum_mixed,0.5435999631881714,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,1,0.015625,0.027777777777777776,0,0.14943107962608337,0.00548517145216465,0.002163499593734741,0.005114316940307617,0.9999958276748657,0.9999949336051941,0.0006849765777587891,0.005257199052721262,0.9999999403953552,0.9999957084655762
independent:k4:sum_mixed:0.761815:all:score:newmax-none:current_step,independent,4,sum_mixed,0.7618148326873779,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,5,0.078125,0.1388888888888889,0,0.6706571578979492,0.05007273331284523,0.005071371793746948,0.01213834062218666,0.9999759793281555,0.9999725818634033,0.0013993156608194113,0.012484761886298656,0.9999997615814209,0.9999752044677734
independent:k4:sum_mixed:1.16488:all:score:newmax-none:current_step,independent,4,sum_mixed,1.164878487586975,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,5,0.078125,0.1388888888888889,0,0.6706571578979492,0.05007273331284523,0.005071371793746948,0.01213834062218666,0.9999759793281555,0.9999725818634033,0.0013993156608194113,0.012484761886298656,0.9999997615814209,0.9999752044677734
independent:k4:mean_mixed:0.00256589:all:score:newmax-none:current_step,independent,4,mean_mixed,0.0025658919475972652,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k4:mean_mixed:0.00300312:all:score:newmax-none:current_step,independent,4,mean_mixed,0.0030031194910407066,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k4:mean_mixed:0.015728:all:score:newmax-none:current_step,independent,4,mean_mixed,0.015727955847978592,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,1,0.015625,0.027777777777777776,0,0.004269459284842014,0.00548517145216465,0.002163499593734741,0.005114316940307617,0.9999958276748657,0.9999949336051941,0.0006849765777587891,0.005257199052721262,0.9999999403953552,0.9999957084655762
independent:k4:mean_mixed:0.0238067:all:score:newmax-none:current_step,independent,4,mean_mixed,0.02380671352148056,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,5,0.078125,0.1388888888888889,0,0.019161632284522057,0.05007273331284523,0.005071371793746948,0.01213834062218666,0.9999759793281555,0.9999725818634033,0.0013993156608194113,0.012484761886298656,0.9999997615814209,0.9999752044677734
independent:k4:mean_mixed:0.0340706:all:score:newmax-none:current_step,independent,4,mean_mixed,0.03407061845064163,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,6,5,0.078125,0.1388888888888889,0,0.019161632284522057,0.05007273331284523,0.005071371793746948,0.01213834062218666,0.9999759793281555,0.9999725818634033,0.0013993156608194113,0.012484761886298656,0.9999997615814209,0.9999752044677734
independent:k8:all_max:0.00513159:all:score:newmax-none:current_step,independent,8,all_max,0.00513159204274416,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,1,0.015625,0.027777777777777776,0,0.0050431969575583935,0.0050431969575583935,0.0022113025188446045,0.004996330477297306,0.9999960660934448,0.999994695186615,0.0005801374791190028,0.0051387883722782135,0.9999999403953552,0.9999959468841553
independent:k8:all_max:0.00849416:all:score:newmax-none:current_step,independent,8,all_max,0.008494161069393158,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,2,0.03125,0.05555555555555555,0,0.00548517145216465,0.00548517145216465,0.004382967948913574,0.010170290246605873,0.9999837875366211,0.9999796748161316,0.001266885083168745,0.010457496158778667,0.9999997615814209,0.9999831914901733
independent:k8:all_max:0.0203346:all:score:newmax-none:current_step,independent,8,all_max,0.020334577187895775,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,3,0.046875,0.08333333333333333,0,0.015715260058641434,0.015715260058641434,0.011279374361038208,0.02591256983578205,0.9998965859413147,0.9998694062232971,0.0021054286044090986,0.026680544018745422,0.9999994039535522,0.999893307685852
independent:k8:all_max:0.0433065:all:score:newmax-none:current_step,independent,8,all_max,0.043306540697813034,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,4,0.0625,0.1111111111111111,0,0.036735955625772476,0.036735955625772476,0.009857237339019775,0.02273332141339779,0.9999198913574219,0.9998997449874878,0.001792983035556972,0.023408817127346992,0.9999995827674866,0.9999173283576965
independent:k8:all_max:0.0623279:all:score:newmax-none:current_step,independent,8,all_max,0.062327876687049866,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,7,0.109375,0.19444444444444445,0,0.05007273331284523,0.05007273331284523,0.005053490400314331,0.010118122212588787,0.9999833106994629,0.9999734163284302,0.00037938071181997657,0.010432275012135506,0.9999999403953552,0.9999827742576599
independent:k8:veto_max:0.00495753:all:score:newmax-none:current_step,independent,8,veto_max,0.004957533907145262,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,1,0.015625,0.027777777777777776,0,0.0048491936177015305,0.0050431969575583935,0.0022113025188446045,0.004996330477297306,0.9999960660934448,0.999994695186615,0.0005801374791190028,0.0051387883722782135,0.9999999403953552,0.9999959468841553
independent:k8:veto_max:0.00849416:all:score:newmax-none:current_step,independent,8,veto_max,0.008494161069393158,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,2,0.03125,0.05555555555555555,0,0.00541887991130352,0.00548517145216465,0.004382967948913574,0.010170290246605873,0.9999837875366211,0.9999796748161316,0.001266885083168745,0.010457496158778667,0.9999997615814209,0.9999831914901733
independent:k8:veto_max:0.018503:all:score:newmax-none:current_step,independent,8,veto_max,0.01850302144885063,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,3,0.046875,0.08333333333333333,0,0.015715260058641434,0.015715260058641434,0.011279374361038208,0.02591256983578205,0.9998965859413147,0.9998694062232971,0.0021054286044090986,0.026680544018745422,0.9999994039535522,0.999893307685852
independent:k8:veto_max:0.0433065:all:score:newmax-none:current_step,independent,8,veto_max,0.043306540697813034,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,4,0.0625,0.1111111111111111,0,0.036735955625772476,0.036735955625772476,0.009857237339019775,0.02273332141339779,0.9999198913574219,0.9998997449874878,0.001792983035556972,0.023408817127346992,0.9999995827674866,0.9999173283576965
independent:k8:veto_max:0.0623279:all:score:newmax-none:current_step,independent,8,veto_max,0.062327876687049866,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,7,0.109375,0.19444444444444445,0,0.05007273331284523,0.05007273331284523,0.005053490400314331,0.010118122212588787,0.9999833106994629,0.9999734163284302,0.00037938071181997657,0.010432275012135506,0.9999999403953552,0.9999827742576599
independent:k8:masked_max:0.00115602:all:score:newmax-none:current_step,independent,8,masked_max,0.0011560233542695642,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k8:masked_max:0.00196201:all:score:newmax-none:current_step,independent,8,masked_max,0.001962014241144061,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,3,0.046875,0.08333333333333333,0,0.001761878258548677,0.015715260058641434,0.011279374361038208,0.02591256983578205,0.9998965859413147,0.9998694062232971,0.0021054286044090986,0.026680544018745422,0.9999994039535522,0.999893307685852
independent:k8:masked_max:0.00379543:all:score:newmax-none:current_step,independent,8,masked_max,0.0037954312283545732,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,3,0.046875,0.08333333333333333,0,0.001761878258548677,0.015715260058641434,0.011279374361038208,0.02591256983578205,0.9998965859413147,0.9998694062232971,0.0021054286044090986,0.026680544018745422,0.9999994039535522,0.999893307685852
independent:k8:masked_max:0.0376092:all:score:newmax-none:current_step,independent,8,masked_max,0.03760921210050583,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,4,0.0625,0.1111111111111111,0,0.036735955625772476,0.036735955625772476,0.009857237339019775,0.02273332141339779,0.9999198913574219,0.9998997449874878,0.001792983035556972,0.023408817127346992,0.9999995827674866,0.9999173283576965
independent:k8:masked_max:0.0632218:all:score:newmax-none:current_step,independent,8,masked_max,0.06322178244590759,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,7,0.109375,0.19444444444444445,0,0.05007273331284523,0.05007273331284523,0.005053490400314331,0.010118122212588787,0.9999833106994629,0.9999734163284302,0.00037938071181997657,0.010432275012135506,0.9999999403953552,0.9999827742576599
independent:k8:q90:0.00302772:all:score:newmax-none:current_step,independent,8,q90,0.0030277154874056578,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k8:q90:0.00452927:all:score:newmax-none:current_step,independent,8,q90,0.0045292736031115055,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k8:q90:0.0147249:all:score:newmax-none:current_step,independent,8,q90,0.014724926091730595,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,2,0.03125,0.05555555555555555,0,0.004978366661816835,0.00548517145216465,0.004382967948913574,0.010170290246605873,0.9999837875366211,0.9999796748161316,0.001266885083168745,0.010457496158778667,0.9999997615814209,0.9999831914901733
independent:k8:q90:0.0218061:all:score:newmax-none:current_step,independent,8,q90,0.02180611342191696,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,7,0.109375,0.19444444444444445,0,0.020302604883909225,0.05007273331284523,0.005053490400314331,0.010118122212588787,0.9999833106994629,0.9999734163284302,0.00037938071181997657,0.010432275012135506,0.9999999403953552,0.9999827742576599
independent:k8:q90:0.0408407:all:score:newmax-none:current_step,independent,8,q90,0.04084068164229393,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,7,0.109375,0.19444444444444445,0,0.020302604883909225,0.05007273331284523,0.005053490400314331,0.010118122212588787,0.9999833106994629,0.9999734163284302,0.00037938071181997657,0.010432275012135506,0.9999999403953552,0.9999827742576599
independent:k8:q95:0.00305557:all:score:newmax-none:current_step,independent,8,q95,0.003055572509765625,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k8:q95:0.00457687:all:score:newmax-none:current_step,independent,8,q95,0.00457686698064208,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k8:q95:0.0148496:all:score:newmax-none:current_step,independent,8,q95,0.014849590137600899,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,2,0.03125,0.05555555555555555,0,0.005108984187245369,0.00548517145216465,0.004382967948913574,0.010170290246605873,0.9999837875366211,0.9999796748161316,0.001266885083168745,0.010457496158778667,0.9999997615814209,0.9999831914901733
independent:k8:q95:0.0221837:all:score:newmax-none:current_step,independent,8,q95,0.02218366600573063,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,7,0.109375,0.19444444444444445,0,0.020994991064071655,0.05007273331284523,0.005053490400314331,0.010118122212588787,0.9999833106994629,0.9999734163284302,0.00037938071181997657,0.010432275012135506,0.9999999403953552,0.9999827742576599
independent:k8:q95:0.0457601:all:score:newmax-none:current_step,independent,8,q95,0.0457601435482502,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,7,0.109375,0.19444444444444445,0,0.020994991064071655,0.05007273331284523,0.005053490400314331,0.010118122212588787,0.9999833106994629,0.9999734163284302,0.00037938071181997657,0.010432275012135506,0.9999999403953552,0.9999827742576599
independent:k8:q99:0.00310651:all:score:newmax-none:current_step,independent,8,q99,0.003106512129306793,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k8:q99:0.00472263:all:score:newmax-none:current_step,independent,8,q99,0.004722625017166138,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k8:q99:0.0155563:all:score:newmax-none:current_step,independent,8,q99,0.01555632520467043,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,2,0.03125,0.05555555555555555,0,0.005399092100560665,0.00548517145216465,0.004382967948913574,0.010170290246605873,0.9999837875366211,0.9999796748161316,0.001266885083168745,0.010457496158778667,0.9999997615814209,0.9999831914901733
independent:k8:q99:0.0370333:all:score:newmax-none:current_step,independent,8,q99,0.037033308297395706,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,4,0.0625,0.1111111111111111,0,0.026202253997325897,0.036735955625772476,0.009857237339019775,0.02273332141339779,0.9999198913574219,0.9998997449874878,0.001792983035556972,0.023408817127346992,0.9999995827674866,0.9999173283576965
independent:k8:q99:0.0597583:all:score:newmax-none:current_step,independent,8,q99,0.059758324176073074,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,7,0.109375,0.19444444444444445,0,0.04213176667690277,0.05007273331284523,0.005053490400314331,0.010118122212588787,0.9999833106994629,0.9999734163284302,0.00037938071181997657,0.010432275012135506,0.9999999403953552,0.9999827742576599
independent:k8:sum_all:0.350145:all:score:newmax-none:current_step,independent,8,sum_all,0.35014453530311584,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k8:sum_all:0.530779:all:score:newmax-none:current_step,independent,8,sum_all,0.5307785868644714,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k8:sum_all:1.62492:all:score:newmax-none:current_step,independent,8,sum_all,1.6249173879623413,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,2,0.03125,0.05555555555555555,0,0.5812703967094421,0.00548517145216465,0.004382967948913574,0.010170290246605873,0.9999837875366211,0.9999796748161316,0.001266885083168745,0.010457496158778667,0.9999997615814209,0.9999831914901733
independent:k8:sum_all:2.37319:all:score:newmax-none:current_step,independent,8,sum_all,2.373194456100464,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,7,0.109375,0.19444444444444445,0,2.2306249141693115,0.05007273331284523,0.005053490400314331,0.010118122212588787,0.9999833106994629,0.9999734163284302,0.00037938071181997657,0.010432275012135506,0.9999999403953552,0.9999827742576599
independent:k8:sum_all:4.10255:all:score:newmax-none:current_step,independent,8,sum_all,4.1025519371032715,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,7,0.109375,0.19444444444444445,0,2.2306249141693115,0.05007273331284523,0.005053490400314331,0.010118122212588787,0.9999833106994629,0.9999734163284302,0.00037938071181997657,0.010432275012135506,0.9999999403953552,0.9999827742576599
independent:k8:mean_all:0.0027355:all:score:newmax-none:current_step,independent,8,mean_all,0.0027355041820555925,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k8:mean_all:0.00414671:all:score:newmax-none:current_step,independent,8,mean_all,0.004146707709878683,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
independent:k8:mean_all:0.0126947:all:score:newmax-none:current_step,independent,8,mean_all,0.012694667093455791,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,2,0.03125,0.05555555555555555,0,0.004541174974292517,0.00548517145216465,0.004382967948913574,0.010170290246605873,0.9999837875366211,0.9999796748161316,0.001266885083168745,0.010457496158778667,0.9999997615814209,0.9999831914901733
independent:k8:mean_all:0.0185406:all:score:newmax-none:current_step,independent,8,mean_all,0.018540581688284874,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,7,0.109375,0.19444444444444445,0,0.017426757141947746,0.05007273331284523,0.005053490400314331,0.010118122212588787,0.9999833106994629,0.9999734163284302,0.00037938071181997657,0.010432275012135506,0.9999999403953552,0.9999827742576599
independent:k8:mean_all:0.0320512:all:score:newmax-none:current_step,independent,8,mean_all,0.03205118700861931,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,7,0.109375,0.19444444444444445,0,0.017426757141947746,0.05007273331284523,0.005053490400314331,0.010118122212588787,0.9999833106994629,0.9999734163284302,0.00037938071181997657,0.010432275012135506,0.9999999403953552,0.9999827742576599
independent:k8:sum_masked:0:all:score:newmax-none:current_step,independent,8,sum_masked,0.0,all,score,none,current_step,5,0.6874694077337249,mid,0.4334796965122223,64,36,28,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999998211860657,0.0,0.0,1.0,1.0
