layer,step,remaining_mask_ratio,active_count,tile_count
2,2,0.15,8,1130
2,2,0.15,9,1011
2,2,0.15,10,947
2,2,0.15,11,814
2,2,0.15,12,780
2,2,0.15,13,731
2,2,0.15,14,710
2,2,0.15,15,611
2,2,0.15,16,568
2,2,0.15,17,529
2,2,0.15,18,499
2,2,0.15,19,435
2,2,0.15,20,379
2,2,0.15,21,408
2,2,0.15,22,363
2,2,0.15,23,331
2,2,0.15,24,329
2,2,0.15,25,284
2,2,0.15,26,309
2,2,0.15,27,317
2,2,0.15,28,255
2,2,0.15,29,286
2,2,0.15,30,234
2,2,0.15,31,239
2,2,0.15,32,250
2,2,0.15,33,237
2,2,0.15,34,213
2,2,0.15,35,216
2,2,0.15,36,179
2,2,0.15,37,195
2,2,0.15,38,178
2,2,0.15,39,173
2,2,0.15,40,175
2,2,0.15,41,166
2,2,0.15,42,132
2,2,0.15,43,153
2,2,0.15,44,154
2,2,0.15,45,134
2,2,0.15,46,142
2,2,0.15,47,153
2,2,0.15,48,147
2,2,0.15,49,118
2,2,0.15,50,130
2,2,0.15,51,123
2,2,0.15,52,120
2,2,0.15,53,111
2,2,0.15,54,108
2,2,0.15,55,106
2,2,0.15,56,140
2,2,0.15,57,120
2,2,0.15,58,120
2,2,0.15,59,147
2,2,0.15,60,116
2,2,0.15,61,123
2,2,0.15,62,125
2,2,0.15,63,106
2,2,0.15,64,86
2,2,0.15,65,92
2,2,0.15,66,113
2,2,0.15,67,93
2,2,0.15,68,76
2,2,0.15,69,82
2,2,0.15,70,84
2,2,0.15,71,67
2,2,0.15,72,68
2,2,0.15,73,83
2,2,0.15,74,82
2,2,0.15,75,67
2,2,0.15,76,80
2,2,0.15,77,63
2,2,0.15,78,66
2,2,0.15,79,66
2,2,0.15,80,68
2,2,0.15,81,62
2,2,0.15,82,68
2,2,0.15,83,61
2,2,0.15,84,50
2,2,0.15,85,55
2,2,0.15,86,44
2,2,0.15,87,49
2,2,0.15,88,65
2,2,0.15,89,68
2,2,0.15,90,62
2,2,0.15,91,42
2,2,0.15,92,39
2,2,0.15,93,49
2,2,0.15,94,38
2,2,0.15,95,49
2,2,0.15,96,36
2,2,0.15,97,34
2,2,0.15,98,27
2,2,0.15,99,32
2,2,0.15,100,30
2,2,0.15,101,36
2,2,0.15,102,16
2,2,0.15,103,29
2,2,0.15,104,27
2,2,0.15,105,29
2,2,0.15,106,34
2,2,0.15,107,31
2,2,0.15,108,32
2,2,0.15,109,22
2,2,0.15,110,34
2,2,0.15,111,17
2,2,0.15,112,22
2,2,0.15,113,24
2,2,0.15,114,29
2,2,0.15,115,24
2,2,0.15,116,33
2,2,0.15,117,24
